,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
505,11.0,0.97,6,289,5,0,1,0,support,medium
506,83.0,0.98,4,259,5,0,1,0,support,medium
507,39.0,0.54,2,158,3,0,1,0,support,low
508,38.0,0.55,2,158,3,0,1,0,support,low
509,37.0,0.57,2,155,3,0,1,0,support,low
510,44.0,0.48,2,146,3,0,1,0,support,low
511,53.0,0.85,2,164,5,0,1,0,support,low
512,9.0,0.96,6,259,4,0,1,0,support,low
513,11.0,0.89,6,293,4,0,1,0,support,low
514,83.0,0.96,5,275,5,0,1,0,support,low
515,88.0,1.0,5,219,6,1,1,0,technical,low
516,10.0,0.89,6,247,4,0,1,0,technical,low
517,9.0,0.86,7,309,4,0,1,0,technical,low
518,44.0,0.54,2,151,3,0,1,0,management,low
519,39.0,0.51,2,129,3,0,1,0,IT,low
520,87.0,0.94,4,274,5,0,1,0,IT,low
521,74.0,0.99,4,233,5,0,1,0,IT,low
522,10.0,0.95,7,289,4,0,1,0,IT,low
523,74.0,0.82,4,239,6,0,1,0,IT,low
524,75.0,0.99,5,221,5,0,1,0,product_mng,low
525,41.0,0.56,2,150,3,0,1,0,product_mng,low
526,41.0,0.45,2,144,3,1,1,0,product_mng,low
527,9.0,0.9,7,289,4,0,1,0,product_mng,low
528,9.0,0.8,6,301,5,0,1,0,IT,medium
529,39.0,0.57,2,145,3,0,1,0,accounting,medium
530,40.0,0.56,2,137,3,0,1,0,accounting,medium
531,37.0,0.54,2,131,3,1,1,0,hr,medium
532,10.0,0.84,6,246,4,0,1,0,hr,medium
533,43.0,0.51,2,136,3,0,1,0,hr,medium
534,75.0,0.85,5,240,6,1,1,0,marketing,medium
535,37.0,0.56,2,156,3,0,1,0,sales,medium
536,11.0,0.85,6,305,4,0,1,0,accounting,medium
537,45.0,0.45,2,154,3,1,1,0,support,medium
538,87.0,1.0,5,261,5,1,1,0,technical,medium
539,11.0,0.94,7,244,4,0,1,0,management,medium
540,45.0,0.54,2,129,3,0,1,0,marketing,high
541,81.0,0.87,4,254,5,0,1,0,marketing,low
542,77.0,0.91,5,236,5,0,1,0,marketing,medium
543,89.0,0.92,5,237,5,0,1,0,sales,medium
544,43.0,0.49,2,135,3,0,1,0,sales,medium
545,78.0,1.0,5,236,5,0,1,0,sales,medium
546,37.0,0.47,2,149,3,0,1,0,sales,low
547,37.0,0.5,2,141,3,0,1,0,sales,low
548,85.0,0.82,4,270,5,0,1,0,sales,low
549,41.0,0.47,2,138,3,0,1,0,sales,low
550,11.0,0.96,6,298,4,0,1,0,sales,low
551,75.0,0.99,5,254,5,0,1,0,sales,low
552,82.0,0.85,5,248,5,0,1,0,sales,low
553,79.0,1.0,5,257,6,0,1,0,sales,low
554,43.0,0.53,2,150,3,0,1,0,sales,low
555,10.0,0.9,7,281,4,0,1,0,sales,low
556,46.0,0.48,2,141,3,1,1,0,sales,low
557,43.0,0.57,2,157,3,0,1,0,sales,low
558,43.0,0.55,2,136,3,0,1,0,sales,low
559,11.0,0.8,7,296,4,0,1,0,sales,low
560,9.0,0.86,6,279,4,0,1,0,sales,low
561,37.0,0.53,2,131,3,0,1,0,sales,low
562,40.0,0.57,2,160,3,0,1,0,accounting,low
563,10.0,0.77,7,291,4,0,1,0,accounting,low
564,41.0,0.53,2,157,3,0,1,0,accounting,low
565,79.0,0.58,3,294,4,0,1,0,hr,low
566,11.0,0.79,7,310,4,0,1,0,hr,low
567,10.0,0.97,6,282,4,0,1,0,hr,medium
568,44.0,0.51,2,134,3,0,1,0,hr,medium
569,25.0,0.46,4,214,4,0,1,0,technical,medium
570,44.0,0.52,2,137,3,0,1,0,technical,medium
571,73.0,1.0,4,252,5,0,1,0,technical,medium
572,75.0,0.97,5,243,6,0,1,0,technical,medium
573,36.0,0.47,2,148,3,0,1,0,technical,medium
574,37.0,0.49,2,151,3,0,1,0,technical,medium
575,39.0,0.49,2,129,3,0,1,0,technical,medium
576,48.0,0.78,2,198,2,0,1,0,technical,medium
577,56.99999999999999,0.72,4,275,6,0,1,0,technical,medium
578,90.0,0.96,5,243,5,0,1,0,technical,medium
579,39.0,0.55,2,159,3,0,1,0,technical,high
580,44.0,0.51,2,145,3,0,1,0,support,low
581,81.0,0.88,5,242,5,0,1,0,support,medium
582,74.0,0.87,5,242,5,0,1,0,support,medium
583,44.0,0.56,2,145,3,0,1,0,support,medium
584,41.0,0.56,2,154,3,0,1,1,support,medium
585,40.0,0.51,2,139,3,0,1,0,support,low
586,46.0,0.57,2,152,3,0,1,0,support,low
587,80.0,0.83,2,211,3,0,1,0,support,low
588,87.0,0.9,5,258,5,0,1,0,support,low
589,39.0,0.54,2,155,3,0,1,0,support,low
590,38.0,0.55,2,148,3,0,1,0,support,low
591,66.0,0.67,2,255,3,0,1,0,technical,low
592,10.0,0.8,6,264,4,0,1,0,technical,low
593,37.0,0.54,2,132,3,0,1,0,technical,low
594,10.0,0.77,6,255,4,0,1,0,management,low
595,9.0,0.87,5,263,4,0,1,0,IT,low
596,86.0,0.84,5,222,5,0,1,0,IT,low
597,11.0,0.9,6,263,4,0,1,0,IT,low
598,37.0,0.46,2,157,3,0,1,0,IT,low
599,11.0,0.92,7,307,4,0,1,0,IT,low
600,77.0,0.98,5,259,6,0,1,0,product_mng,low
601,84.0,0.94,5,222,6,0,1,0,product_mng,low
602,10.0,0.84,7,250,4,0,1,0,product_mng,low
603,83.0,0.9,5,245,5,0,1,0,product_mng,low
604,11.0,0.79,6,292,4,0,1,0,IT,low
605,86.0,0.92,5,252,5,0,1,0,RandD,low
606,38.0,0.56,2,161,3,0,1,0,RandD,medium
607,11.0,0.88,5,250,4,0,1,0,RandD,medium
608,45.0,0.49,2,134,3,0,1,0,RandD,medium
609,10.0,0.85,7,279,4,0,1,0,RandD,medium
610,9.0,0.95,7,256,4,0,1,0,marketing,medium
611,39.0,0.53,2,127,3,0,1,0,sales,medium
612,37.0,0.47,2,138,3,1,1,0,accounting,medium
613,81.0,0.97,5,243,5,0,1,0,support,medium
614,9.0,0.9,7,296,4,0,1,0,technical,medium
615,10.0,0.88,7,267,4,0,1,0,management,medium
616,39.0,0.49,2,144,3,0,1,0,marketing,medium
617,83.0,0.95,4,251,5,0,1,0,marketing,medium
618,45.0,0.57,2,148,3,0,1,0,marketing,high
619,43.0,0.51,2,141,3,0,1,0,sales,low
620,80.0,0.75,3,268,2,0,1,0,sales,medium
621,10.0,0.86,6,247,4,0,1,0,sales,medium
622,10.0,0.55,2,247,4,0,1,0,sales,medium
623,36.0,0.52,2,146,3,0,1,0,sales,medium
624,38.0,0.5,2,140,3,0,1,0,sales,low
625,78.0,0.98,5,263,6,0,1,0,sales,low
626,44.0,0.49,2,145,3,0,1,0,sales,low
627,41.0,0.46,2,156,3,1,1,0,sales,low
628,72.0,0.85,5,244,6,0,1,0,sales,low
629,46.0,0.54,2,144,3,0,1,0,sales,low
630,10.0,0.9,7,286,4,0,1,0,sales,low
631,34.0,0.67,4,141,2,0,1,0,sales,low
632,11.0,0.89,6,260,5,0,1,0,sales,low
633,38.0,0.56,2,154,3,0,1,0,sales,low
634,82.0,0.92,5,225,5,0,1,0,sales,low
635,39.0,0.57,2,127,3,0,1,0,sales,low
636,44.0,0.53,2,140,3,0,1,0,sales,low
637,43.0,0.52,2,147,3,0,1,0,sales,low
638,84.0,0.83,4,227,5,0,1,0,accounting,low
639,43.0,0.48,2,153,3,0,1,0,accounting,low
640,37.0,0.52,2,128,3,0,1,0,accounting,low
641,74.0,0.97,4,228,5,0,1,0,hr,low
642,73.0,0.97,5,235,5,0,1,0,hr,low
643,37.0,0.47,2,148,3,0,1,0,hr,low
644,57.99999999999999,0.62,4,238,3,0,1,0,hr,low
645,40.0,0.54,2,141,3,0,1,0,technical,medium
646,51.0,0.83,5,249,4,0,1,0,technical,medium
647,46.0,0.5,2,151,3,0,1,0,technical,medium
648,45.0,0.54,2,129,3,0,1,0,technical,medium
649,46.0,0.5,2,156,3,0,1,0,technical,medium
650,39.0,0.45,2,134,3,0,1,0,technical,medium
651,9.0,0.88,6,269,4,0,1,0,technical,medium
652,9.0,0.77,6,290,4,0,1,0,technical,medium
653,37.0,0.51,2,132,3,0,1,0,technical,medium
654,10.0,0.89,7,308,4,0,1,0,technical,medium
655,77.0,1.0,4,232,5,0,1,0,technical,medium
656,79.0,0.86,5,235,5,0,1,0,support,medium
657,43.0,0.55,2,130,3,0,1,0,support,high
658,38.0,0.53,2,146,3,0,1,0,support,low
659,77.0,0.91,5,221,6,0,1,0,support,medium
660,44.0,0.5,2,130,3,0,1,0,support,medium
661,39.0,0.46,2,136,3,0,1,0,support,medium
662,78.0,0.89,5,274,6,0,1,0,support,medium
663,10.0,0.79,6,256,5,0,1,0,support,low
664,10.0,0.77,5,276,4,0,1,0,support,low
665,75.0,0.85,5,267,5,0,1,0,support,low
666,46.0,0.62,6,213,3,0,1,0,support,low
667,91.0,0.97,4,274,6,0,1,0,technical,low
668,10.0,0.92,6,258,4,0,1,0,technical,low
669,72.0,0.6,3,153,5,0,1,0,technical,low
670,11.0,0.95,6,245,4,0,1,0,management,low
671,11.0,0.94,6,264,4,0,1,0,IT,low
672,46.0,0.57,2,154,3,0,1,0,IT,low
673,37.0,0.46,2,149,3,0,1,0,IT,low
674,46.0,0.5,2,157,3,0,1,0,IT,low
675,43.0,0.57,2,127,3,0,1,0,IT,low
676,11.0,0.82,6,270,4,0,1,0,product_mng,low
677,73.0,0.89,5,236,6,0,1,0,product_mng,low
678,43.0,0.47,2,158,3,0,1,0,product_mng,low
679,86.0,1.0,5,229,5,0,1,0,product_mng,low
680,10.0,0.83,6,269,4,0,1,0,IT,low
681,40.0,0.49,2,128,3,0,1,0,sales,low
682,11.0,0.87,7,278,4,0,1,0,sales,low
683,86.0,0.98,3,158,5,0,1,0,sales,low
684,42.0,1.0,3,202,3,0,1,0,sales,medium
685,79.0,0.84,4,240,5,0,1,0,sales,medium
686,10.0,0.96,7,255,4,0,1,0,marketing,medium
687,9.0,0.92,7,254,4,0,1,0,sales,medium
688,9.0,0.82,6,257,4,0,1,0,accounting,medium
689,87.0,1.0,4,228,5,0,1,0,support,medium
690,36.0,0.49,2,145,3,0,1,0,technical,medium
691,42.0,0.75,3,218,4,0,1,0,management,medium
692,84.0,0.86,5,268,5,0,1,0,marketing,medium
693,10.0,0.83,6,278,4,0,1,0,marketing,medium
694,78.0,0.71,3,249,5,0,1,0,marketing,medium
695,35.0,0.99,3,236,4,0,1,0,sales,medium
696,10.0,0.81,7,291,4,0,1,0,sales,high
697,11.0,0.8,6,306,4,0,1,0,sales,low
698,43.0,0.48,2,135,3,0,1,0,sales,medium
699,38.0,0.45,2,156,3,0,1,0,sales,medium
700,46.0,0.54,2,143,3,0,1,0,sales,medium
701,89.0,0.82,4,243,5,0,1,0,sales,medium
702,45.0,0.5,2,147,3,0,1,0,sales,low
703,44.0,0.53,2,159,3,0,1,0,sales,low
704,74.0,0.54,5,216,3,0,1,0,sales,low
705,45.0,0.54,2,152,3,0,1,0,sales,low
706,79.0,0.93,4,226,5,0,1,0,sales,low
707,79.0,0.91,5,271,5,0,1,0,sales,low
708,11.0,0.87,6,255,4,0,1,0,sales,low
709,42.0,0.48,2,140,3,0,1,0,sales,low
710,64.0,0.9,6,252,2,0,1,0,sales,low
711,40.0,0.55,2,159,3,0,1,0,sales,low
712,84.0,0.98,5,270,5,0,1,0,sales,low
713,73.0,0.92,5,232,5,0,1,0,sales,low
714,40.0,0.51,2,144,3,0,1,0,accounting,low
715,36.0,0.45,2,127,3,0,1,0,accounting,low
716,43.0,0.47,2,131,3,0,1,0,accounting,low
717,11.0,0.78,6,243,4,0,1,0,hr,low
718,91.0,1.0,5,244,6,0,1,0,hr,low
719,80.0,1.0,5,260,5,0,1,0,hr,low
720,42.0,0.49,2,139,3,0,1,0,hr,low
721,31.0,0.87,4,184,3,0,1,0,technical,low
722,44.0,0.47,2,130,3,0,1,0,technical,low
723,38.0,0.54,2,135,3,0,1,0,technical,medium
724,45.0,0.56,2,146,3,0,1,0,technical,medium
725,43.0,0.46,2,149,3,0,1,0,technical,medium
726,45.0,0.46,2,153,3,1,1,0,technical,medium
727,43.0,0.57,2,160,3,0,1,0,technical,medium
728,43.0,0.49,2,160,3,0,1,0,technical,medium
729,9.0,0.83,6,282,4,0,1,0,technical,medium
730,43.0,0.47,2,128,3,0,1,0,technical,medium
731,79.0,0.94,4,232,5,0,1,0,technical,medium
732,85.0,0.58,3,226,2,0,1,0,support,medium
733,38.0,0.45,2,129,3,0,1,0,support,medium
734,11.0,0.92,7,255,4,0,1,0,support,medium
735,83.0,0.99,5,258,5,0,1,0,support,high
736,81.0,0.91,4,229,5,0,1,0,support,low
737,42.0,0.56,2,143,3,0,1,0,support,medium
738,11.0,0.87,6,257,4,0,1,0,support,medium
739,11.0,0.85,7,275,4,0,1,0,support,medium
740,10.0,0.89,7,291,4,0,1,0,support,medium
741,50.0,0.54,5,153,4,0,1,0,support,low
742,44.0,0.49,2,154,3,0,1,0,support,low
743,11.0,0.9,6,301,4,0,1,0,technical,low
744,39.0,0.52,2,134,3,0,1,0,technical,low
745,11.0,0.78,6,245,4,0,1,0,technical,low
746,36.0,0.5,2,132,3,0,1,0,management,low
747,43.0,0.51,2,130,3,0,1,0,IT,low
748,40.0,0.5,2,127,3,0,1,0,IT,low
749,86.0,0.84,4,246,6,0,1,0,IT,low
750,38.0,0.49,2,145,3,0,1,0,IT,low
751,46.0,0.45,2,138,3,0,1,1,IT,low
752,37.0,0.57,2,129,3,0,1,0,product_mng,low
753,43.0,0.52,2,150,3,0,1,0,product_mng,low
754,66.0,0.93,5,253,5,0,1,0,product_mng,low
755,37.0,0.48,2,160,3,0,1,0,product_mng,low
756,77.0,0.92,5,235,5,0,1,0,IT,low
757,38.0,0.55,2,151,3,0,1,0,sales,low
758,39.0,0.54,2,127,3,0,1,0,sales,low
759,41.0,0.55,2,151,3,0,1,0,sales,low
760,10.0,0.9,7,290,4,0,1,0,sales,low
761,9.0,0.93,6,249,4,0,1,0,sales,low
762,41.0,0.47,2,131,3,0,1,0,marketing,medium
763,39.0,0.46,2,159,3,0,1,0,sales,medium
764,83.0,0.99,4,223,5,0,1,0,accounting,medium
765,9.0,0.87,3,214,2,0,1,0,support,medium
766,75.0,0.81,5,227,5,0,1,0,technical,medium
767,44.0,0.54,2,127,3,0,1,0,management,medium
768,10.0,0.84,6,293,5,0,1,0,marketing,medium
769,42.0,0.46,2,141,3,0,1,0,marketing,medium
770,10.0,0.83,6,300,4,0,1,0,marketing,medium
771,10.0,0.86,6,309,4,0,1,0,sales,medium
772,31.0,0.77,4,149,3,0,1,0,sales,medium
773,42.0,0.54,2,159,3,0,1,0,sales,medium
774,38.0,0.5,2,152,3,0,1,0,sales,high
775,39.0,0.57,2,158,3,0,1,0,sales,low
776,10.0,0.97,6,254,5,0,1,0,sales,medium
777,11.0,0.93,6,294,4,0,1,0,sales,medium
778,10.0,0.92,7,269,4,0,1,0,sales,medium
779,11.0,0.9,7,247,4,0,1,0,sales,medium
780,44.0,0.65,3,271,4,0,1,0,sales,low
781,91.0,0.96,4,232,5,0,1,0,sales,low
782,72.0,1.0,4,245,5,0,1,0,sales,low
783,36.0,0.46,2,132,3,0,1,0,sales,low
784,44.0,0.57,2,131,3,0,1,0,sales,low
785,85.0,0.99,5,248,5,0,1,0,sales,low
786,78.0,0.93,5,225,5,0,1,0,sales,low
787,39.0,0.46,2,156,3,0,1,0,sales,low
788,78.0,0.81,3,222,2,0,1,0,sales,low
789,10.0,0.92,6,243,4,1,1,0,sales,low
790,23.0,0.99,4,204,4,1,1,0,accounting,low
791,11.0,0.87,6,301,4,0,1,0,accounting,low
792,90.0,0.83,5,259,5,0,1,0,accounting,low
793,91.0,0.89,4,247,5,0,1,0,hr,low
794,11.0,0.79,7,295,4,0,1,0,hr,low
795,43.0,0.54,2,150,3,0,1,0,hr,low
796,45.0,0.49,2,151,3,0,1,0,hr,low
797,11.0,0.91,5,291,4,0,1,0,technical,low
798,11.0,0.93,6,253,4,1,1,0,technical,low
799,43.0,0.5,2,161,3,0,1,0,technical,low
800,91.0,0.97,4,251,6,0,1,0,technical,low
801,43.0,0.55,2,153,3,0,1,0,technical,medium
802,85.0,0.82,5,264,6,0,1,0,technical,medium
803,10.0,0.77,6,310,4,0,1,0,technical,medium
804,81.0,0.95,5,266,5,0,1,0,technical,medium
805,36.0,0.62,4,237,2,0,1,0,technical,medium
806,45.0,0.54,2,138,3,0,1,0,technical,medium
807,86.0,1.0,5,227,5,0,1,0,technical,medium
808,71.0,1.0,4,300,5,0,1,0,support,medium
809,11.0,0.97,7,310,4,0,1,0,support,medium
810,84.0,0.93,5,236,5,0,1,0,support,medium
811,9.0,0.97,7,288,4,0,1,0,support,medium
812,38.0,0.49,2,127,3,0,1,0,support,medium
813,15.0,0.55,6,139,4,0,1,0,support,high
814,10.0,0.92,7,253,4,1,1,0,support,low
815,80.0,0.97,4,218,5,1,1,0,support,medium
816,84.0,0.97,5,251,5,0,1,0,support,medium
817,11.0,0.87,6,264,4,0,1,0,support,medium
818,89.0,0.79,3,149,2,0,1,0,support,medium
819,45.0,0.51,2,138,3,0,1,0,technical,low
820,11.0,0.93,7,284,4,0,1,0,technical,low
821,74.0,0.93,5,244,5,0,1,0,technical,low
822,41.0,0.5,2,128,3,0,1,0,management,low
823,44.0,0.53,2,154,3,0,1,0,IT,low
824,37.0,0.56,2,138,3,0,1,0,IT,low
825,11.0,0.86,6,308,4,0,1,0,IT,low
826,10.0,0.93,6,269,4,0,1,0,IT,low
827,70.0,0.74,6,136,3,0,1,0,IT,low
828,59.0,1.0,2,160,5,0,1,0,product_mng,low
829,38.0,0.53,2,138,3,0,1,0,product_mng,low
830,72.0,0.95,4,220,5,0,1,0,product_mng,low
831,73.0,1.0,5,274,5,0,1,0,product_mng,low
832,39.0,0.48,2,161,3,0,1,0,IT,low
833,89.0,0.82,5,224,6,0,1,0,RandD,low
834,89.0,1.0,4,260,5,0,1,0,RandD,low
835,11.0,0.78,6,300,4,1,1,0,RandD,low
836,43.0,0.56,2,133,3,0,1,0,RandD,low
837,9.0,0.93,6,308,4,0,1,0,RandD,low
838,81.0,0.9,5,238,6,0,1,0,marketing,low
839,37.0,0.53,2,126,3,0,1,0,sales,low
840,36.0,0.56,2,138,3,0,1,0,accounting,medium
841,11.0,0.85,6,299,4,0,1,0,support,medium
842,10.0,0.85,6,254,4,0,1,0,technical,medium
843,66.0,0.47,7,156,2,0,1,0,management,medium
844,39.0,0.47,2,152,3,0,1,0,marketing,medium
845,44.0,0.51,2,146,3,0,1,0,marketing,medium
846,10.0,0.84,6,253,4,0,1,0,marketing,medium
847,79.0,0.94,5,227,6,0,1,0,sales,medium
848,10.0,0.81,6,301,4,1,1,0,sales,medium
849,54.0,0.94,6,294,3,0,1,0,sales,medium
850,37.0,0.47,2,151,3,0,1,0,sales,medium
851,37.0,0.57,2,128,3,0,1,0,sales,medium
852,82.0,0.89,5,217,5,0,1,0,sales,high
853,45.0,0.52,2,160,3,0,1,0,sales,low
854,79.0,0.9,5,263,5,0,1,0,sales,medium
855,42.0,0.56,2,156,3,0,1,0,sales,medium
856,10.0,0.85,6,273,4,0,1,0,sales,medium
857,11.0,0.78,6,303,4,0,1,0,sales,medium
858,74.0,1.0,4,253,5,0,1,0,sales,low
859,10.0,0.93,6,270,4,0,1,0,sales,low
860,79.0,1.0,4,218,5,0,1,0,sales,low
861,43.0,0.48,2,144,3,0,1,0,sales,low
862,41.0,0.47,2,154,3,0,1,0,sales,low
863,39.0,0.55,2,146,3,0,1,0,sales,low
864,10.0,0.94,6,260,4,0,1,0,sales,low
865,82.0,0.85,5,218,5,0,1,0,sales,low
866,41.0,0.46,2,128,3,0,1,0,accounting,low
867,42.0,0.56,2,128,3,0,1,0,accounting,low
868,74.0,0.88,4,248,6,0,1,0,accounting,low
869,38.0,0.57,2,152,3,1,1,0,hr,low
870,39.0,0.56,2,126,3,0,1,0,hr,low
871,87.0,0.94,4,260,5,0,1,0,hr,low
872,10.0,0.9,5,263,4,0,1,0,hr,low
873,78.0,1.0,5,220,5,0,1,0,technical,low
874,14.000000000000002,0.73,7,282,5,0,1,0,technical,low
875,11.0,0.94,6,277,5,0,1,0,technical,low
876,91.0,0.94,5,257,5,0,1,0,technical,low
877,49.0,0.63,6,265,3,0,1,0,technical,low
878,38.0,0.47,2,143,3,0,1,0,technical,low
879,82.0,0.97,5,263,5,0,1,0,technical,medium
880,38.0,0.88,3,154,4,0,1,0,technical,medium
881,89.0,1.0,5,253,5,0,1,0,technical,medium
882,11.0,0.79,6,294,4,0,1,0,technical,medium
883,37.0,0.51,2,128,3,0,1,0,technical,medium
884,38.0,0.5,2,153,3,0,1,0,support,medium
885,78.0,0.87,5,256,5,0,1,0,support,medium
886,41.0,0.51,2,127,3,0,1,0,support,medium
887,41.0,0.51,2,137,3,0,1,0,support,medium
888,11.0,0.83,6,295,4,0,1,0,support,medium
889,11.0,0.79,6,281,4,0,1,0,support,medium
890,43.0,0.57,2,131,3,1,1,0,support,medium
891,75.0,0.86,5,237,5,0,1,0,support,high
892,74.0,0.99,4,276,5,0,1,0,support,low
893,85.0,0.85,5,267,5,0,1,0,support,medium
894,73.0,0.92,5,266,5,0,1,0,support,medium
895,10.0,0.79,6,294,4,0,1,0,technical,medium
896,44.0,0.56,2,134,3,0,1,0,technical,medium
897,30.0,0.56,3,309,4,1,1,0,technical,low
898,11.0,0.77,7,273,4,0,1,0,management,low
899,84.0,0.83,5,238,5,0,1,0,IT,low
900,78.0,0.94,5,271,6,0,1,0,IT,low
901,43.0,0.53,2,145,3,0,1,0,IT,low
902,36.0,0.55,2,152,3,0,1,0,IT,low
903,43.0,0.47,2,128,3,0,1,0,IT,low
904,45.0,0.46,2,142,3,0,1,0,product_mng,low
905,76.0,0.93,5,238,5,0,1,0,product_mng,low
906,10.0,0.78,7,286,4,0,1,0,product_mng,low
907,9.0,0.86,6,291,4,0,1,0,product_mng,low
908,92.0,1.0,5,259,5,0,1,0,IT,low
909,92.0,0.9,5,248,5,0,1,0,sales,low
910,79.0,0.98,4,271,5,0,1,0,sales,low
911,43.0,0.51,2,140,3,0,1,0,sales,low
912,80.0,0.95,4,274,5,0,1,0,sales,low
913,44.0,0.49,2,127,3,1,1,0,sales,low
914,89.0,0.87,5,275,6,0,1,0,marketing,low
915,48.0,0.88,3,239,3,0,1,0,sales,low
916,11.0,0.82,6,304,4,1,1,0,accounting,low
917,38.0,0.55,2,145,3,0,1,0,support,low
918,11.0,0.85,6,259,4,0,1,0,technical,medium
919,82.0,0.86,4,264,5,0,1,0,management,medium
920,37.0,0.45,2,160,3,0,1,0,marketing,medium
921,40.0,0.48,2,138,3,0,1,0,marketing,medium
922,43.0,0.47,2,137,3,0,1,0,marketing,medium
923,44.0,0.5,2,156,3,0,1,0,sales,medium
924,42.0,0.56,2,147,3,0,1,0,sales,medium
925,11.0,0.8,7,243,4,0,1,0,sales,medium
926,78.0,0.87,4,236,5,0,1,0,sales,medium
927,46.0,0.86,2,212,4,0,1,0,sales,medium
928,77.0,0.91,5,261,6,0,1,0,sales,medium
929,83.0,0.82,4,243,5,0,1,0,sales,medium
930,32.0,0.58,5,271,5,0,1,0,sales,high
931,90.0,0.92,5,154,4,0,1,0,sales,low
932,42.0,0.52,2,151,3,0,1,0,sales,medium
933,10.0,0.96,6,254,4,1,1,0,sales,medium
934,10.0,0.91,6,285,4,0,1,0,sales,medium
935,44.0,0.49,2,130,3,0,1,0,sales,medium
936,10.0,0.95,7,301,4,0,1,0,sales,low
937,11.0,0.8,6,286,4,0,1,0,sales,low
938,10.0,0.89,6,246,4,0,1,0,sales,low
939,39.0,0.47,2,135,3,0,1,0,sales,low
940,92.0,0.92,4,245,5,0,1,0,sales,low
941,43.0,0.56,2,136,3,0,1,0,sales,low
942,11.0,0.89,6,301,4,0,1,0,accounting,low
943,81.0,1.0,5,235,5,0,1,0,accounting,low
944,11.0,0.85,7,272,4,0,1,0,accounting,low
945,87.0,1.0,5,274,5,0,1,0,hr,low
946,37.0,0.46,2,131,3,0,1,0,hr,low
947,39.0,0.56,2,135,3,0,1,0,hr,low
948,61.0,0.86,4,196,4,0,1,0,hr,low
949,11.0,0.95,6,285,4,0,1,0,technical,low
950,9.0,0.9,7,289,5,0,1,0,technical,low
951,36.0,0.52,2,157,3,0,1,0,technical,low
952,9.0,0.94,6,308,4,0,1,0,technical,low
953,41.0,0.71,4,301,5,0,1,0,technical,low
954,40.0,0.46,2,131,3,0,1,0,technical,low
955,10.0,0.91,6,262,5,1,1,0,technical,low
956,46.0,0.53,2,143,3,1,1,0,technical,low
957,39.0,0.57,2,133,3,0,1,0,technical,medium
958,41.0,0.5,2,153,3,0,1,0,technical,medium
959,10.0,0.94,7,281,4,0,1,0,technical,medium
960,39.0,0.51,2,132,3,0,1,0,support,medium
961,73.0,0.83,5,270,5,1,1,0,support,medium
962,41.0,0.45,2,150,3,0,1,0,support,medium
963,37.0,0.51,2,140,3,0,1,0,support,medium
964,38.0,0.5,2,150,3,1,1,0,support,medium
965,80.0,0.63,5,180,5,0,1,0,support,medium
966,9.0,0.85,5,281,4,0,1,0,support,medium
967,85.0,0.92,4,275,5,0,1,0,support,medium
968,42.0,0.54,2,130,3,0,1,0,support,medium
969,41.0,0.48,2,130,3,0,1,0,support,high
970,38.0,0.46,2,147,3,0,1,0,support,low
971,72.0,1.0,5,264,5,0,1,0,technical,medium
972,11.0,0.74,6,290,5,0,1,0,technical,medium
973,37.0,0.47,2,150,3,0,1,0,technical,medium
974,10.0,0.81,6,304,4,0,1,0,management,medium
975,36.0,0.54,2,136,3,0,1,0,IT,low
976,92.0,0.94,5,307,5,0,1,0,IT,low
977,11.0,0.87,5,303,4,0,1,0,IT,low
978,39.0,0.56,2,156,3,0,1,0,IT,low
979,11.0,0.95,6,271,4,0,1,0,IT,low
980,45.0,0.45,2,140,3,0,1,0,product_mng,low
981,44.0,0.55,2,130,3,1,1,0,product_mng,low
982,85.0,0.97,4,266,6,0,1,0,product_mng,low
983,43.0,0.52,2,139,3,0,1,0,product_mng,low
984,75.0,0.86,5,260,5,0,1,0,IT,low
985,11.0,0.55,2,137,3,1,1,0,RandD,low
986,36.0,0.5,2,158,3,0,1,0,RandD,low
987,10.0,0.79,6,249,4,0,1,0,RandD,low
988,74.0,0.89,5,259,5,0,1,0,RandD,low
989,40.0,0.46,2,144,3,0,1,0,RandD,low
990,9.0,0.77,6,244,4,0,1,0,marketing,low
991,76.0,0.91,4,219,5,0,1,0,sales,low
992,45.0,0.57,2,151,3,0,1,0,accounting,low
993,84.0,0.88,4,269,5,0,1,0,support,low
994,38.0,0.45,2,127,3,0,1,0,technical,low
995,38.0,0.46,2,144,3,0,1,0,management,low
996,38.0,0.54,2,157,3,0,1,0,marketing,medium
997,86.0,0.94,5,224,5,0,1,0,marketing,medium
998,37.0,0.46,2,155,3,0,1,0,marketing,medium
999,37.0,0.5,2,131,3,0,1,0,sales,medium
1000,87.0,1.0,4,258,5,1,1,1,sales,medium
1001,11.0,0.85,6,267,4,0,1,0,sales,medium
1002,42.0,0.5,2,141,3,0,1,0,sales,medium
1003,43.0,0.48,2,160,3,0,1,0,sales,medium
1004,9.0,0.8,6,247,4,0,1,0,sales,medium
1005,54.0,0.56,4,260,3,0,1,0,sales,medium
1006,40.0,0.47,2,151,3,0,1,0,sales,medium
1007,36.0,0.52,2,137,3,1,1,0,sales,medium
1008,87.0,0.9,4,256,5,0,1,0,sales,high
1009,75.0,0.88,4,239,5,0,1,0,sales,low
1010,43.0,0.53,2,152,3,0,1,0,sales,medium
